tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
camphor	0.112213956617031	17.07	0	1	305.078524518701	184.506810437296	8.09407513055909	87.2100721024153	-52.7433134371177	-14.3845846341253	217.868452416286	237.250123874414	22.4786597646844	0.777688995159232	0.470334371242246	0.0206329605302715	0.222311004840768	-0.134450284539009	-0.0366683731263755	119.678826242682	72.3799177334852	3.17521337391291	34.2115167962829	-20.6906004093946	-5.6429085190987	0.230346891508617	0.493609574969378	0.0434645946348268	19.9334503134728	351.905566541708	40.3830300794092	0.897057853765726	0.102942146234274	18.449312	29.070688
canagliflozin	0.261262400277404	236.78	9	11	566.943722138959	3398.57555907053	54.5597886933676	286.981919998935	-1720.32902229484	-67.3555052087747	279.961802140024	5118.90458136537	121.915293902142	0.66392633522464	3.97994320742241	0.0638929035516153	0.33607366477536	-2.01461220673478	-0.0788774828685821	484.127781983558	2902.13081663345	46.5900025948917	245.061220317056	-1469.03306505158	-57.5165930369252	0.0350958304531032	0.0685622568235493	0.283382954193689	0.0702927083682881	496.615439947075	357.310202190818	0.581567545745254	0.418432454254746	65.728764	134.889236
candesartan	0.269924763907588	118.81	2	6	442.792660133147	1047.10074318257	31.0566204709708	316.14204392863	-747.601753491992	-35.0235253801596	126.650616204517	1794.70249667456	66.0801458511304	0.583439731723091	1.37969806569464	0.0409213339497554	0.416560268276909	-0.985067291679861	-0.0461482722989417	336.050716478877	794.681092650128	23.5699470662951	239.931168550461	-567.380915542511	-26.5805688695916	0.123594718317177	0.138551447647445	0.163249263180203	3.44072707074911	652.57885821176	106.355845850018	0.859861664935327	0.140138335064673	28.69814	64.58186
canrenoate	0.208255162366647	74.6	2	4	450.122584842595	843.433347097976	26.0928691916287	188.940282744181	-354.03363537577	-37.5504620057904	261.182302098414	1197.46698247375	63.6433311974191	0.704347893881465	1.31979714340616	0.0408298940762439	0.295652106118535	-0.553988744038077	-0.0587586353555295	287.65662983508	539.006933414744	16.6749838091689	120.744718893152	-226.24975024541	-23.9971059286286	0.138004905487165	0.207597744564333	0.646670157680084	1.48986131362204	468.681739793217	170.381127793558	0.733389097637686	0.266610902362314	34.71221	61.93179
canrenoic_acid	0.208255162366647	74.6	2	4	450.122584842595	843.433347097976	26.0928691916287	188.940282744181	-354.03363537577	-37.5504620057904	261.182302098414	1197.46698247375	63.6433311974191	0.704347893881465	1.31979714340616	0.0408298940762439	0.295652106118535	-0.553988744038077	-0.0587586353555295	287.65662983508	539.006933414744	16.6749838091689	120.744718893152	-226.24975024541	-23.9971059286286	0.138004905487165	0.207597744564333	0.646670157680084	1.48986131362204	468.681739793217	170.381127793558	0.733389097637686	0.266610902362314	34.71221	61.93179
canrenone	0.12748239230249	43.37	0	3	448.289203729837	654.195010893496	20.3889808545234	156.11773264133	-227.8248973123	-32.7420433247171	292.171471088507	882.019908205796	53.1310241792405	0.741700958002477	1.08237508791883	0.0337338631104036	0.258299041997523	-0.37693958093888	-0.0541721832666231	270.949104234621	395.40000232344	12.3232414540129	94.3586404989595	-137.698948213603	-19.7895180964243	0.179371128557722	0.211428515688598	1.14511896108889	1.22231254870634	489.518385793075	114.888550578093	0.809915234812032	0.190084765187968	34.441796	59.796204
capecitabine	0.336044124872915	120.69	3	9	464.573518350026	1347.34022110913	37.6335705418821	246.640532384647	-715.298432458715	-59.6980053360738	217.932985965379	2062.63865356784	97.3315758779559	0.653211951971602	1.89442295145511	0.0529145487255308	0.346788048028398	-1.00574283047392	-0.0839381692113741	330.411213849781	958.247296372773	26.765524148701	175.414212112642	-508.730295633125	-42.4580601958492	0.118258478640793	0.133458707155647	2.68888737639147	3.22683883683095	464.991971946499	246.222078788174	0.653800317170576	0.346199682829424	34.961554	49.738446
capreomycin	0.553956908904774	731.61	29	43	772.846617173423	9233.15918341656	77.0445960754657	396.17486127084	-4733.0808950941	-109.121443219777	376.671755902584	13966.2400785107	186.166039295243	0.661105575409897	7.89819464711981	0.0659052014835492	0.338894424590103	-4.04875443468575	-0.0933442586230293	903.474295018722	10793.7613993088	90.0667876102819	463.136922045287	-5533.0732255792	-127.565310882756	0.0228363889599623	0.0329721630432992	0.0940807464460207	0.624441496159302	765.050362304458	403.971116139804	0.654436532100839	0.345563467899162	116.214216	189.507784000001
capsaicin	0.191874750627396	58.56	2	2	562.348422934767	1028.64425557118	31.4014337401886	125.778333369293	-230.072949116547	-21.3392736858207	436.570089565474	1258.71720468773	52.7407074260094	0.817216330832926	1.49484705564429	0.0456332113996645	0.182783669167074	-0.334346756624131	-0.0310106728016715	386.966996186805	707.837634977004	21.6081667429329	86.5514365547427	-158.319352188879	-14.6841251833084	0.119258299861064	0.195706725020444	4.24492472640798	2.95953133221591	596.50715620679	91.6196000972707	0.866856506802088	0.133143493197912	33.050589	53.189411
captan	0.20967829758434	62.68	0	3	223.962176779008	270.787431700176	9.34091326769783	248.794306860686	-300.811379605886	-36.5968259847381	-24.832130081678	571.598811306062	45.937739252436	0.473736869888596	0.572784173398146	0.0197584033026545	0.526263130111404	-0.636292446567789	-0.0774115792193556	105.879571162335	128.016514024399	4.41597731042019	117.619121661033	-142.210530061284	-17.3013867649186	0.27321474364669	0.230439196326007	0	7.65204603255397	402.117085600334	70.6393980393595	0.850579737171418	0.149420262828582	16.181656	33.318344
captopril	0.444127579611454	96.41	1	4	367.733466654192	515.47523544943	23.9326875748197	141.419136913041	-198.236139779621	-31.5744867675429	226.314329741151	713.711375229052	55.5071743423626	0.722246069405856	1.01241795060636	0.0470049399868371	0.277753930594144	-0.389345234396792	-0.0620137981153887	187.232451965786	262.45555820351	12.1853901890806	72.0039217535058	-100.932446689912	-16.0762321439936	0.197398882302989	0.235626677659129	0.36626779023297	3.68399876380077	379.550371071129	129.602232496104	0.745455033347404	0.254544966652596	22.574105	32.247895
carazolol	0.192106381037338	57.28	3	2	475.808410002962	832.365785567727	31.1204998855597	167.696235990753	-293.363055954234	-22.0745217564866	308.112174012209	1125.72884152196	53.1950216420463	0.739401670159207	1.29348838543717	0.0483609560230956	0.260598329840793	-0.455883353415756	-0.0343035934455432	306.184922439788	535.631250179041	20.0261862620045	107.913306975708	-188.780489469464	-14.2050573083885	0.120208775317792	0.222260955563252	3.91177782934314	5.03847277840287	563.746660740079	79.757985253636	0.876056861826581	0.123943138173419	27.286554	50.153446
carbachol	0.287342741071611	52.32	1	3	333.854695102497	407.3992769749	23.6076525636087	128.463634233642	-156.762784744681	-25.6958181512048	205.391060868855	564.162061719581	49.3034707148135	0.722131643757002	0.881209441900997	0.0510636309780489	0.277868356242998	-0.339079752623658	-0.0555803577766481	154.347144880812	188.348153103787	10.9142504927556	59.3910927593461	-72.4743087452416	-11.8796477185902	0.274209166888542	0.285915931029859	4.19102513899118	0.0505255156013076	348.469515026691	113.848814309448	0.75374367165384	0.24625632834616	21.252105	26.545895
carbamazepine	0.196234597343845	46.33	1	3	317.200457947348	393.351197864238	25.0332364829722	212.573314361122	-263.606075410516	-22.5999812400372	104.627143586226	656.957273274754	47.6332177230094	0.598747002074411	0.742488998936706	0.0472526912268434	0.401252997925589	-0.49758234399159	-0.0426596830974825	168.044483184741	208.387147934593	13.2619521246742	112.615766641206	-139.65158497366	-11.9728773156352	0.226541585830345	0.210321726155572	1.62436944123372	8.52936693753164	467.087741495679	62.6860308127917	0.881673963322798	0.118326036677202	15.396484	37.403516
carbaryl	0.190621616781601	38.33	1	2	307.68274120391	350.762707152137	21.7773484969607	213.188158404599	-243.037536919297	-21.2692255844192	94.4945827993105	593.800244071434	43.0465740813799	0.590708256950363	0.673415826101579	0.0418094935104433	0.409291743049637	-0.466598416425195	-0.040833967880343	160.262986204893	182.70208682345	11.3431871027	111.043507854085	-126.591180493791	-11.0785206641328	0.300132920506353	0.232016598434429	3.43571432148961	1.69814531120552	450.365272875084	70.505626733425	0.864638959891179	0.135361040108821	15.559277	31.158723
carbazochrome	0.457535557647241	108.02	3	7	320.254642330336	583.380579029927	28.1602616215372	171.694428059991	-312.761102006237	-43.3158306858454	148.560214270346	896.141681036164	71.4760923073826	0.650991457461718	1.18585563860717	0.0572422295649304	0.349008542538282	-0.635759107661456	-0.0880494207489351	157.548973582596	286.993533537543	13.8534145266636	84.4649142753113	-153.862533386223	-21.3091826390865	0.15864723596437	0.212136293534331	1.51672945516625	6.43409184323611	318.941882025141	173.007188365186	0.648322969229484	0.351677030770516	17.014484	32.407516
carbenicillin	0.394907481643533	149.31	3	8	342.086485977989	944.465927462367	27.3481331677777	310.334801727239	-856.802762901384	-68.9224891143227	31.7516842507501	1801.26869036375	96.2706222821003	0.524333727952402	1.44763199064879	0.0419179044018776	0.475666272047597	-1.31326610435265	-0.105641079488293	223.184505688316	616.18967658871	17.8425042576556	202.469030962632	-558.996361881518	-44.966499099816	0.100740108739853	0.119769601353278	0.361168024722241	3.55074925953756	377.674676632319	274.746611072909	0.578881596522884	0.421118403477115	28.429726	51.834274
carbetapentane	0.325364290261677	170.9	4	11	522.862235745649	2111.27807472279	32.3711201670616	180.257575148128	-727.866424834077	-36.3817391413679	342.604660597521	2839.14449955687	68.7528593084295	0.743631778887027	3.00272875548624	0.0460392662324686	0.256368221112973	-1.03519544401521	-0.0517432997587152	367.634796320978	1484.48144064327	22.7607758902841	126.742672150322	-511.777302985266	-25.5807215450653	0.0723185310924901	0.0935965725786318	0	1.06620964901904	525.028789304304	178.091021589472	0.746713122244287	0.253286877755714	52.279073	80.8849269999999
carbidopa	0.474425197206305	115.81	6	5	272.909368419182	661.528847474338	30.5777398364783	191.809244060301	-464.943174699811	-48.1707504036146	81.1001243588809	1126.47202217415	78.7484902400928	0.587257237154948	1.42350409411145	0.0657983971705636	0.412742762845052	-1.00048322192032	-0.103655737278526	126.826063024414	307.424768113426	14.2100448295668	89.1373257604416	-216.067747028302	-22.3858442896632	0.115747150337983	0.169555444919274	0.0873622029214765	0	247.95854504006	216.760067439422	0.533567062694326	0.466432937305674	15.213312	34.478688
carbimazole	0.348676649318446	64.87	0	4	326.046626536158	326.641305267139	17.4857815597495	180.477363915416	-180.806537846409	-16.7814298871056	145.569262620742	507.447843113548	34.2672114468551	0.643694341595711	0.64486838022407	0.0345211320477845	0.35630565840429	-0.356955526795913	-0.0331305726943845	165.150438346369	165.451657390222	8.85696785180887	91.4161145566175	-91.5828490496968	-8.50019683190003	0.349115657940593	0.301829920264287	3.2278896938015	1.80511242402585	444.15869661376	62.3652938378143	0.87687593280189	0.12312406719811	18.90607	25.69193
carbinoxamine	0.0874125298921016	25.36	0	3	416.990006995974	592.504358588897	22.2378182086827	205.119116754779	-291.455355447606	-19.8106749789388	211.870890241195	883.959714036503	42.0484931876216	0.670284345746134	0.952412263328712	0.0357458480509157	0.329715654253866	-0.468495548964777	-0.0318443729927934	259.413287865086	368.602367340241	13.8343495999321	127.606473988844	-181.317035789974	-12.3244016520586	0.087917819176551	0.2570246939729	0.0663575244564364	0.658779432515705	600.667017579225	21.4421061715285	0.965533207353957	0.0344667926460427	26.406933	46.011067
carbocysteine	0.703364552954604	125.92	3	5	258.390367070923	428.425997146623	31.2972834340966	222.067550971967	-368.200691990038	-63.0710373422765	36.3228160989555	796.626689136661	94.3683207763731	0.537800205527795	0.891703479238692	0.0651405300209928	0.462199794472205	-0.766353676696341	-0.131272760784528	124.145697805234	205.840662624516	15.0370276391443	106.694113204875	-176.904937895485	-30.3029792902755	0.166876198950569	0.199560617073125	0.913157466673081	8.57035578428044	200.036330728044	280.421587314846	0.416345164094447	0.583654835905553	13.374863	22.009137
carbon_dioxide	0.776088486584905	34.14	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.916	3.364
carbon_monoxide	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958	2.562
carboprost	0.266091868221489	97.99	4	5	611.059242452682	1505.81525817117	43.6046402046234	181.564714947716	-447.424568878756	-50.6966712492556	429.494527504966	1953.23982704993	94.301311453879	0.770932087968673	1.89978519335935	0.0550130232596493	0.229067912031326	-0.564485295582275	-0.0639605588197555	484.340194958935	1193.54524904554	34.5620824800091	143.912542886134	-354.639432422847	-40.183396192612	0.105045931754358	0.159099237755486	3.43899856366154	2.33344731417757	525.974212343494	266.649745056904	0.663586064277635	0.336413935722365	40.313452	64.9745479999999
carfilzomib	0.220272890107844	158.47	4	12	853.126843118333	3924.81919882121	42.0267559703684	415.617605517746	-1912.0532552249	-75.3570987689368	437.509237600587	5836.8724540461	117.383854739305	0.672418187945932	3.09346709106034	0.0331246816611083	0.327581812054068	-1.50704364246116	-0.0593950175308723	1082.39994618881	4979.59257040471	53.3212133315882	527.31252975606	-2425.90695306313	-95.6089007284093	0.0474148071101655	0.082257135124639	0.116308275940037	2.06147903987744	1055.46746660794	213.276982028141	0.831899180124557	0.168100819875443	75.5547990000001	119.521201
carglumic_acid	0.68252500279684	129.72	4	7	219.379182146043	430.647928268211	29.5637647079649	222.673461111336	-437.114696890753	-63.1493979930599	-3.29427896529288	867.762625158964	92.7131627010248	0.496273883873855	0.974200550176267	0.0668783801180708	0.503726116126145	-0.988829506073668	-0.142854926797242	96.9771473433001	190.369055004277	13.0687403337951	98.433392067535	-193.227707167205	-27.9153583029443	0.140871224062615	0.168882170006395	0.398718902358034	6.29573035287628	149.035061091197	293.017582166181	0.337143241567326	0.662856758432674	13.80607	23.43793
carisoprodol	0.348421198287002	90.65	2	6	479.226135560833	907.323677716485	29.0188940005427	129.187493178445	-244.591984300824	-26.0936240526207	350.038642382388	1151.91566201731	55.1125180531634	0.787665024128174	1.49129413750411	0.0476959959964639	0.212334975871826	-0.402015952219306	-0.0428879676917996	291.567712123268	552.028091200553	17.6554906008706	78.5994315124283	-148.813096729005	-15.8757164968135	0.178289867626808	0.159681868788305	2.98291118185007	1.14143714055995	489.729985148264	118.683643591014	0.804929347429406	0.195070652570594	31.984968	42.531032
carmustine	0.289990222172316	61.77	1	3	311.103510179664	329.080864573516	19.1839098040007	212.553753038115	-224.836334304726	-37.0641777139168	98.5497571415489	553.917198878242	56.2480875179175	0.594097574944324	0.62842795791922	0.0366344766921001	0.405902425055676	-0.429357807286291	-0.0707794588509365	162.911612718127	172.325584919908	10.0457937057797	111.305316602607	-117.73717949393	-19.4089258650871	0.280955366622035	0.245203623358917	2.4828225395508	7.51383798329141	476.784373576985	46.8728896407945	0.910489373616688	0.0895106263833123	13.914863	24.065137
carnitine	0.374662037570787	60.36	1	3	281.137461378321	368.065146251824	17.6863675753293	142.716303792201	-186.844175693502	-35.5396318061048	138.421157586121	554.909321945326	53.2259993814341	0.66328881439856	0.868377672907416	0.0417275226237846	0.33671118560144	-0.440822262410083	-0.0838488052401911	119.161171535684	156.005798066874	7.49643348899314	60.4908427135442	-79.1946073678731	-15.0636067537916	0.273532548676838	0.298379540534286	2.32260204225558	7.75822713252109	266.439454698655	157.414310471867	0.628611744410156	0.371388255589844	20.954105	25.827895
carnosine	0.535588103978035	121.1	4	6	325.975875251605	636.869056510625	25.9641542402924	177.904857681055	-347.578172073433	-50.8760103104531	148.07101757055	984.447228584058	76.8401645507455	0.646930620574392	1.26392817761448	0.0515283727742023	0.353069379425608	-0.689802465854324	-0.100968358155604	164.252962940144	320.906046976705	13.0828370685751	89.6428300806104	-175.137944095756	-25.6354413639207	0.141537782158005	0.169110211852467	0	4.78235436711538	305.869420469243	198.011312463417	0.607027418351636	0.392972581648364	19.200898	31.981102
carpipramine	0.0984767924614197	52.81	2	6	608.435619887853	1773.41155291677	29.8166879252219	163.654356148676	-477.004495451322	-18.8474736891631	444.781263739177	2250.41604836809	48.664161614385	0.788037196145474	2.2968975222557	0.0386181518354685	0.211962803854526	-0.617809465549587	-0.0244109809402206	469.767043178983	1369.23328339441	23.0211658656732	126.355887917105	-368.290389462328	-14.551945509015	0.0747392284309589	0.141009113289263	0	0	728.430911136665	43.6590648998647	0.943453397589766	0.056546602410234	51.076694	87.6493059999999
carprofen	0.194429226329205	53.09	2	2	291.580671682553	385.064938956375	18.9346483500582	265.346254086283	-350.419451819073	-40.3421455467592	26.2344175962697	735.484390775448	59.2767938968174	0.523552836451616	0.691410167365842	0.0339984430164136	0.476447163548384	-0.629201849659756	-0.0724370535525231	162.389127093776	214.453032674338	10.5452154961119	147.77847355255	-195.158028031197	-22.4676270982756	0.201509108818401	0.250684464473547	0.684416490744823	8.44568416964267	447.44287175893	109.484054009907	0.803413968791751	0.196586031208249	15.156484	39.285516
carteolol	0.241598726331063	70.59	3	4	438.75247380586	806.716906924238	24.8510836026639	142.963704213671	-262.861736744796	-28.2235508100848	295.788769592189	1069.57864366903	53.0746344127487	0.754238046635742	1.38678781406893	0.0427202896217707	0.245761953364259	-0.451872831936214	-0.0485177340368505	255.229412158959	469.280275839705	14.4562773729855	83.1642996106913	-152.910924846759	-16.4180961073826	0.114371205949879	0.211467456199932	2.28470318076499	3.45683065864938	468.056301055765	113.659876963766	0.804612831379859	0.195387168620141	30.430968	48.769032
carvedilol	0.186464803380614	75.74	3	2	590.632345219653	1484.66694393194	42.234073541987	196.051523152507	-492.812860805627	-24.1948445093512	394.580822067146	1977.47980473756	66.4289180513383	0.750787411519973	1.8872472204166	0.0536862076876949	0.249212588480027	-0.626443328277947	-0.0307554857574698	464.640938123118	1167.96353469665	33.2248643511247	154.230570633868	-387.687927722122	-19.0336938732794	0.0836578047880366	0.154679807142972	2.77972435739402	2.26422412026048	703.609809354197	83.0740590179631	0.894399691721322	0.105600308278678	35.491382	64.984618
caspofungin	0.377094784459681	412.03	16	24	1128.09945251276	9777.00506433968	73.3023000378149	407.803458296871	-3534.34838403899	-104.7021817907	720.295994215889	13311.3534483787	178.004481828515	0.734486173945785	6.36564003852682	0.0477258682966976	0.265513826054215	-2.30115351638725	-0.0681697918884129	1732.6512327971	15016.5305373198	112.585215997121	626.346518636398	-5428.4159708608	-160.812385780455	0.0257623555165607	0.0451612481599011	0	1.19096663448021	1105.57321871389	430.329692095738	0.71981973009681	0.28018026990319	109.508216	173.227784000001
cefaclor	0.376063215748122	138.03	3	7	332.722936349041	825.046945761393	32.0680733430988	322.295679445004	-799.190668596537	-60.0583013535306	10.4272569040374	1624.23761435793	92.1263746966294	0.507959511876923	1.25957785911356	0.0489574991761484	0.492040488123076	-1.22010374869685	-0.0916894572236317	217.939717210279	540.421108377732	21.0051850123785	211.109669826468	-523.484765499621	-39.3393054195312	0.122530453402064	0.131820704614732	1.31016195754815	2.76302054791649	457.945903223273	197.072712570772	0.699134180588332	0.300865819411668	22.858898	47.323102
cefadroxil	0.435871225041966	158.26	4	7	322.009614526448	857.632175933916	28.0178351478011	288.633178731324	-768.738230024919	-65.6008264116976	33.3764357951243	1626.37040595883	93.6186615594987	0.527328936133891	1.40447440861205	0.0458825281443613	0.472671063866109	-1.25890002881015	-0.107429133915948	196.632850470288	523.706907500027	17.108889115689	176.251770487365	-469.424460066452	-40.0586718800572	0.113426345332077	0.135316750672293	0.745525070537721	4.72459626650591	360.955578678842	249.687214578929	0.59110757166747	0.40889242833253	25.718519	49.705481
cefamandole	0.43529446497797	201.14	3	10	422.455756439674	1199.02385148163	38.2996065148585	376.377256135002	-1068.24276952543	-65.5821169372309	46.0785003046722	2267.26662100707	103.881723452089	0.52884113424166	1.50096932976909	0.0479444463510804	0.47115886575834	-1.33725416039384	-0.0820974044698737	337.471604596219	957.819835427965	30.5949900526892	300.662577382915	-853.347589741118	-52.3891600439929	0.106452581014937	0.133401483406384	0.739861615920955	3.29383945943002	561.748967786554	237.084044788122	0.703212009198281	0.296787990801719	31.731726	60.092274
cefatrizine	0.487212105501096	225.13	5	9	423.833737517355	1312.50306858167	46.8014294456207	356.296400424028	-1103.35746658674	-67.4461262923225	67.5373370933273	2415.86053516841	114.247555737943	0.543285942824582	1.68241554164939	0.0599918233759317	0.456714057175419	-1.41432488366402	-0.0864549682317109	330.645472113626	1023.92319994111	36.511205609266	277.957560010815	-860.76241260697	-52.6167558080415	0.0975658826185872	0.116380169209418	0.589116563865222	3.8446751013001	525.14957699685	254.980560944533	0.673156376681744	0.326843623318256	29.751726	60.092274
cefazolin	0.517432752886806	234.93	2	11	303.65872098882	764.869038898009	24.2193992504954	439.09272301646	-1106.00620310548	-68.7083136803499	-135.43400202764	1870.87524200348	92.9277129308453	0.408829526269708	1.02977792244127	0.0326076770984012	0.591170473730292	-1.48906637884317	-0.09250512299221	225.542953499242	568.107583116426	17.9889937662458	326.136754072686	-821.487704435388	-51.0331992012476	0.119950333665874	0.129788748500125	0.294237546399696	3.53729804545803	564.565438325421	178.186005679858	0.760100088504719	0.239899911495281	30.958898	54.683102
cefdinir	0.536027353376925	211.75	4	8	394.132236997384	1121.46670746636	42.4106777308332	281.387749774288	-800.662731028604	-55.9373718278245	112.744487223095	1922.12943849496	98.3480495586577	0.583450149093222	1.66015325886341	0.0627822693056277	0.416549850906777	-1.18525394763668	-0.0828063905187331	266.244203522762	757.573175392544	28.6492604597101	190.083049005238	-540.863677473013	-37.7868126771741	0.106287133742014	0.114890268958301	0.42116596498221	1.71777082035726	439.866528375716	235.653458395956	0.651152500280339	0.34884749971966	24.945691	48.618309
cefditoren	0.41472741243721	257.18	2	11	637.497380878814	2409.33411984781	41.1886690273556	339.409734499899	-1282.75264882154	-63.7753940335746	298.087646378915	3692.08676866935	104.96406306093	0.652567036152335	2.46628781991602	0.0421623185858239	0.347432963847665	-1.31307534629253	-0.0652829660359789	622.775727415807	2353.69564500404	40.2375038458024	331.571784661751	-1253.13018990465	-62.3026362174801	0.081270101296216	0.0759280845519294	0.138015094845561	0.400033944027863	761.479647729342	215.42746764937	0.779480091548052	0.220519908451948	51.649796	83.5842039999999
cefepime	0.424014614978504	203.58	2	8	489.470247430643	1489.70602380257	37.4782701219815	277.260400613326	-843.843913136135	-56.0535121389896	212.209846817317	2333.54993693871	93.5317822609711	0.638386177309263	1.94293266821016	0.0488806208772188	0.361613822690737	-1.10057412637527	-0.0731071756189602	375.291840010739	1142.20326502515	28.7357383381938	212.584046639186	-647.000990366828	-42.977945687468	0.130563333436371	0.112518992678028	2.41024593000259	0	551.829029008686	214.901619035283	0.719716931123693	0.280283068876307	42.484968	65.853032
cefixime	0.525448795394743	238.05	4	10	389.469328101293	1327.79058623356	41.756319197113	387.357097915606	-1320.58950734454	-85.7237861227642	2.11223018568683	2648.3800935781	127.480105319877	0.501359525187961	1.70925002261017	0.0537524443024093	0.498640474812039	-1.69998015401681	-0.110351274431155	302.55006619213	1031.4628156027	32.4374122055141	300.909229966058	-1025.86882722587	-66.5925023983839	0.0887092277843741	0.0966957691094172	1.90263376952985	3.09525515049849	443.833836298424	332.992589718475	0.57134235066402	0.42865764933598	30.006105	55.075895
cefmetazole	0.507870442491812	239.23	2	11	314.296873662191	902.897323085708	22.9428844240518	385.304697071262	-1106.88526902723	-73.5861164257693	-71.0078234090709	2009.78259211294	96.5290008498211	0.449251240720753	1.29058790153819	0.0327942151416252	0.550748759279247	-1.5821652142187	-0.105182891954663	219.882586490683	631.668385441792	16.0508779802227	269.559771282032	-774.378672833172	-51.4809626356429	0.105079861633046	0.122781762529696	0.373422053660337	1.15040942983471	469.538511014713	230.06305971874	0.671151310484417	0.328848689515583	35.494519	58.145481
cefonicid	0.486850637735128	263.89	4	13	368.374057031213	1287.68564122065	35.9205253056642	447.374378494097	-1563.83858320417	-80.5643392425701	-79.0003214628838	2851.52422442482	116.484864548234	0.45157801227531	1.57853277449614	0.044033826779616	0.54842198772469	-1.91705986196236	-0.0987612549825975	300.500560711323	1050.42754727415	29.3021123213429	364.944949350667	-1275.69887766291	-65.7202336962569	0.0864334742194586	0.108314458577809	0.0978557833854158	1.14441361099318	564.328452610847	251.419982914463	0.691792258537942	0.308207741462058	38.207726	65.398274
cefoperazone	0.419845292533938	270.86	4	15	536.412677533822	2244.49349684594	38.642152363086	458.496426429661	-1918.47115206107	-90.0846813332104	77.9162511041615	4162.96464890701	128.726833696296	0.539157472171961	2.25597844858833	0.0388398821652599	0.460842527828039	-1.92828786511083	-0.0905456397718489	533.681856359827	2233.06701379886	38.4454291827782	456.162268789592	-1908.70441487687	-89.6260695860602	0.0722076926690543	0.0861319877058553	0.422375228054835	2.81597652085538	670.520952005339	324.388151958143	0.673951971425473	0.326048028574527	49.064589	84.1194109999999
cefotaxime	0.498948549291167	227.05	3	10	447.667430183814	1451.54294257639	33.3911161429164	290.44809480601	-941.765814920494	-64.9236348766407	157.219335377804	2393.30875749689	98.3147510195571	0.606500493523674	1.96655251574122	0.0452383333129008	0.393499506476326	-1.27590571263689	-0.087958636119374	330.430280250972	1071.40638110505	24.646501221825	214.384247980033	-695.13196889751	-47.9211428412194	0.0931977304486413	0.10082382394577	0.222751663567976	2.90293286444954	496.060654319405	242.054870670419	0.672063704832985	0.327936295167015	34.108519	56.409481
cefotetan	0.558484873612095	321.13	4	14	424.223916779946	1607.07507948862	43.7093271577262	464.654987047017	-1760.2389226695	-89.816046920649	-40.4310702670705	3367.31400215813	133.525374078375	0.477257267501231	1.80797977381345	0.0491735454284502	0.522742732498769	-1.98029103299786	-0.101044187834762	377.08369012454	1428.49513502348	38.8522988109737	413.022015544084	-1564.63924405602	-79.8355893328976	0.079756410834036	0.0930426975816636	0.298479556350447	1.23478368242674	552.981273564237	335.897630262726	0.622110921052847	0.377889078947153	38.370519	66.971481
cefotiam	0.478572307507354	251.3	3	12	525.31673590596	1610.16359968271	44.3936511361063	387.659639833131	-1188.22683242507	-67.3893685422248	137.657096072829	2798.39043210777	111.783019678331	0.575389188444986	1.76364212970923	0.0486251915337545	0.424610811555014	-1.30148694314587	-0.0738128283852585	479.601769662513	1470.04132758533	40.530354720068	353.924092995174	-1084.82302702338	-61.5249014550264	0.0985721021345545	0.106657058074054	0.759490122493589	1.85285787198543	675.76642998913	237.209945749961	0.740179535798032	0.259820464201968	42.117761	68.824239
cefoxitin	0.472543322328775	201.8	3	10	436.359921925687	1338.41803909387	43.836780294621	302.631215660324	-928.240789037601	-60.4786315085803	133.728706265363	2266.65882813147	104.315411803201	0.590480588645624	1.8111422059349	0.059319764561478	0.409519411354376	-1.25609190939663	-0.0818394544028496	322.466115100807	989.07906927562	32.39499213803	223.64178632986	-685.961716644634	-44.693172698171	0.109180550493428	0.114915076823776	2.99751628162677	1.62323485610738	489.04106005927	249.950077526741	0.66176850463562	0.338231495364381	32.788519	54.209481
cefpirome	0.403532859731897	207.46	2	8	480.401091213276	1498.913513466	30.8730565248173	302.231038933611	-942.999915554605	-53.9390854272423	178.170052279664	2441.9134290206	84.8121419520596	0.613827458276103	1.91522102879252	0.0394477243338105	0.386172541723897	-1.20490825667689	-0.0689201009638064	375.977329341135	1173.09787594985	24.162245992163	236.535721797119	-738.022032638835	-42.2144613260975	0.127362925081753	0.111086861860602	0.480647068769071	0.117784013331918	604.596822739631	178.035307407256	0.77251725229599	0.22748274770401	39.638554	69.799446
