tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
nitroglycerin	0.692106675052127	157.11	0	0	126.163644799518	152.089745452742	11.5473384843316	339.781334187187	-409.604975413011	-38.3424501323276	-213.617689387669	561.694720865754	49.8897886166592	0.27076940516429	0.326411383986782	0.0247826224234537	0.72923059483571	-0.879084428173867	-0.082289651914935	58.7853168249973	70.8654532490711	5.38042438743424	158.319406617923	-190.853381661665	-17.8654721212062	0.143301490578086	0.167047293134157	0.607763128565587	0.594664656498638	450.28160342699	15.6633755597144	0.96638363698268	0.0336163630173196	11.022035	19.131965
nitrous_oxide	1.16383552920659	51.21	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298	3.002
nitroxoline	0.401288496946482	76.26	1	1	230.423778368973	233.177111256037	19.1431466810422	229.562392933266	-232.305433128902	-36.8865748996249	0.861385435706126	465.482544384939	56.0297215806671	0.500936316664985	0.506922002885225	0.0416167873630792	0.499063683335015	-0.505026993466426	-0.0801906170248501	105.991751588939	107.258246641981	8.80558274848976	105.595526200353	-106.857286757672	-16.9673143605317	0.215311472903248	0.353952362254776	4.70121009608745	16.7733886005947	369.616033326932	90.3701379753067	0.803537272176106	0.196462727823894	9.135242	24.446758
nizatidine	0.413362581123466	136.87	2	4	477.714767695069	779.638128975997	26.1708666657676	247.072337749899	-403.226000432151	-26.7683503631577	230.64242994517	1182.86412940815	52.9392170289252	0.659110467206486	1.0756788070855	0.0361083502578326	0.340889532793515	-0.556337160806137	-0.0369327077731658	346.241503706024	565.071662795043	18.9683066976678	179.07484451327	-292.25300569337	-19.4013551772498	0.0789881920971549	0.185424515831933	1.26510355313772	1.40352911494118	701.313517836426	23.4735876085412	0.967613127451916	0.0323868725480845	33.393347	48.026653
nomegestrol	0.165659241561965	54.37	1	3	512.182587869312	782.584556535216	27.0559369056413	150.432865291273	-229.852478316448	-31.3682372691886	361.749722578039	1012.43703485166	58.4241741748299	0.772971088172289	1.1810538869904	0.0408320342916668	0.227028911827711	-0.346886685512816	-0.0473400327740115	339.380097561985	518.552620565058	17.9276818934157	99.6791412052221	-152.303804079736	-20.7850787529721	0.138322038087548	0.249533868114589	4.1187153171652	4.03645863376642	537.976078027912	124.639375132673	0.811897874493931	0.188102125506069	32.525796	58.036204
nonoxynol-9	0.167580913256034	103.3	1	9	1091.47270368703	4836.77695880296	59.1821908527867	205.513918412811	-910.71905136477	-53.647328133667	885.958785274221	5747.49601016773	112.829518986454	0.841545074628387	3.72924198013094	0.0456305329942184	0.158454925371613	-0.702180759497967	-0.0413630543442392	1415.62549506923	6273.2350096482	76.758509802624	266.548802836734	-1181.19042611157	-69.5798669007667	0.0473510203071637	0.0887695819546055	1.15958422340285	2.87187264962334	1139.47273786707	157.513884232771	0.878553963819802	0.121446036180198	82.8364200000001	106.10758
nordazepam	0.153523718914372	41.46	1	3	290.486252066782	378.183087010149	21.2224296727743	251.205724659242	-327.043898808723	-32.8866304806917	39.2805274075399	705.226985818872	54.109060153466	0.536257254210179	0.698151538621415	0.0391780395217265	0.463742745789821	-0.603745140892375	-0.0607109425534745	157.354072093789	204.858743966878	11.4960198803742	136.076125555558	-177.157056021883	-17.8144238729442	0.173461796106381	0.213614082600981	1.47288768316192	10.2324243713599	468.393695016791	73.2982817092328	0.86468641800411	0.13531358199589	15.383277	38.916723
norepinephrine	0.512852684425237	86.71	4	2	316.550802766524	491.047901653075	36.0863442403974	153.764262501017	-238.526068455581	-39.0653144591841	162.786540265507	729.573970108655	75.1516586995815	0.673061158664889	1.0440828668198	0.0767280210764022	0.326938841335111	-0.507162296236234	-0.0830620095849184	148.878611463631	230.947225915455	16.9719513466895	72.3176491539814	-112.182403453697	-18.3730059195682	0.140471703958454	0.249166167386764	3.19453242623279	4.79687542078219	279.076183898485	191.238881369057	0.593381340526973	0.406618659473027	11.365277	24.920723
norethandrolone	0.123418154722281	37.3	1	2	451.985941985255	589.392362217128	17.6817369705118	103.581295938123	-135.070627255201	-21.3380761013732	348.404646047133	724.46298947233	39.019813071885	0.813557587871284	1.06088394344523	0.0318264572918363	0.186442412128716	-0.24312201662588	-0.0384077293346733	251.108581368944	327.447086730105	9.82339377039493	57.5463744848667	-75.0408153087504	-11.8547360022387	0.16159319571941	0.298326370683501	2.77759821358106	3.9676302877082	476.152087149296	79.4151507740822	0.85705573447613	0.14294426552387	33.75421	56.80779
norethindrone	0.125086655175441	37.3	1	2	440.857995382235	605.983522297369	24.3432021289518	141.522752201993	-194.530793958325	-26.873285936045	299.335243180241	800.514316255694	51.2164880649968	0.756992735784891	1.04052808203404	0.0417994623447457	0.243007264215109	-0.334026828265285	-0.0461438432632225	256.74720892919	352.913136739266	14.1770122544529	82.4201262275744	-113.290989213603	-15.6504843534786	0.154248057118316	0.274115151039991	3.32697589085082	4.94931357337843	494.199686096158	88.1810614880698	0.848585205033214	0.151414794966787	29.381382	54.140618
norfloxacin	0.228368579361806	72.88	2	6	421.669932852272	842.65200671058	27.1803348443487	179.181006978112	-358.069720724968	-41.8361229663496	242.488925874159	1200.72172743555	69.0164578106983	0.70178792259409	1.40243103713619	0.045236402313062	0.29821207740591	-0.595937689347791	-0.0696281227057074	253.360775452503	506.308250182011	16.3313297361315	107.661076442554	-215.1465282224	-25.1372738031907	0.14785737340482	0.163912373201674	0.971832235398467	5.22353484822286	416.649405992447	184.201533837937	0.693432228149738	0.306567771850262	27.416726	46.425274
norgestimate	0.159493912149618	58.89	1	2	501.929640270163	880.967700171012	25.836489996971	140.615085543263	-246.802218043393	-23.1734192500928	361.3145547269	1127.7699182144	49.0099092470637	0.781159069720396	1.37106051108856	0.0402096367132473	0.218840930279603	-0.384101227709798	-0.0360650680320447	322.512243085023	566.061149356867	16.601100381085	90.3514815856273	-158.581463522837	-14.8899583182104	0.148010663723542	0.168390612508486	0.33048624007556	0.115093763103306	551.474487187759	91.0702386256668	0.858266304325544	0.141733695674456	36.763417	64.656583
norgestrel	0.119471278363985	37.3	1	2	433.877998279504	620.208976592344	19.7949307323624	145.070199356519	-207.371289241988	-27.7904805109899	288.807798922986	827.580265834332	47.5854112433523	0.74942456000576	1.07126851612078	0.0341911950208838	0.25057543999424	-0.35818625930391	-0.0480016703125853	251.192885097845	359.06886915582	11.4602394698312	83.9881304481551	-120.057234148107	-16.0892486032766	0.148324137945437	0.263579970781849	2.08030219058366	5.47971456878818	495.235037225057	83.713160410966	0.855404748209277	0.144595251790723	31.567796	57.234204
nortriptyline	0.0457123489269326	12.03	1	1	419.146448553276	447.564560940648	22.1664879430719	131.835823060498	-140.774286572109	-8.23791857990338	287.310625492778	588.338847512757	30.4044065229753	0.760725834836095	0.812303015902445	0.0402308551201629	0.239274165163905	-0.255496943957552	-0.0149513314752856	230.942262362729	246.600138480899	12.2133418805731	72.6392012699444	-77.5641362003089	-4.53894709252448	0.113919748321266	0.29844665936777	2.42437292065455	1.37123683011637	546.387692357898	4.59457925587507	0.991661112357721	0.0083388876422793	23.617347	48.542653
noscapine	0.183203356621637	75.69	0	3	535.454491774477	1441.85659186832	33.7649118966575	156.02751002731	-420.146431305744	-32.6952186791772	379.426981747167	1862.00302317406	66.4601305758347	0.774357814634725	2.08516864952564	0.0488297769264806	0.225642185365275	-0.607602844630768	-0.0472828195007008	370.257143845974	997.017882456208	23.3478288689617	107.890214969833	-290.523695369173	-22.6081552616246	0.11026192738102	0.128481203858427	0.804480630239092	1.55507449648996	581.149382344946	110.332619456841	0.840440359735541	0.159559640264459	39.577761	60.770239
nystatin	0.345336349371687	319.61	12	18	969.367309372559	7285.45403035762	73.9785745824934	396.038332890102	-2976.49718598195	-111.204314599959	573.328976482457	10261.9512163396	185.182889182453	0.709948222980964	5.33574331675138	0.0541806568631875	0.290051777019035	-2.17993619906938	-0.0814441592724625	1323.57959364227	9947.60003949555	101.010763141486	540.752974280444	-4064.12605191868	-151.838998598736	0.0355423916239854	0.0522078147224832	0.00670656171729148	1.20878408225299	882.565300703414	482.840341559247	0.646375899868763	0.353624100131237	90.9105250000001	147.463475
octreotide	0.375888436683823	382.82	13	19	866.860282678577	6163.89857227446	63.9966271635449	487.715496127765	-3467.95084551445	-90.0643567919361	379.144786550812	9631.84941778891	154.060983955481	0.639949640501071	4.55042727672727	0.0472447744635881	0.360050359498929	-2.56017485309712	-0.0664889762544707	1174.22794252562	8349.46770902199	86.6882810810379	660.64759800319	-4697.60221742485	-121.998996244129	0.0310431725190958	0.0554128090568968	0	0.801671695729227	1043.19673295225	311.379045854092	0.77012799820732	0.22987200179268	85.0976620000001	155.068338000001
ofloxacin	0.203021630661578	73.32	1	6	431.475988896447	994.327159317901	26.3687447462027	173.053772293753	-398.79870547186	-40.2829348572603	258.422216602695	1393.12586478976	66.651679603463	0.713738208764042	1.64479438921298	0.0436186048049774	0.286261791235958	-0.659684156304735	-0.0666351558572586	260.840076526874	601.100360167381	15.9406909643072	104.616155637805	-241.085686181864	-24.3522329892999	0.128217183355615	0.14772978602927	0.798386987069738	0.176701416431224	424.732723890134	179.797037300066	0.702583646260722	0.297416353739278	32.83914	52.08086
olanzapine	0.189369628036573	59.11	1	4	440.175484378242	624.965242579554	21.8222265374048	158.503068675877	-225.044129626043	-13.4693042780311	281.672415702365	850.009372205596	35.2915308154358	0.735245119660151	1.04390785237142	0.0364506569110921	0.264754880339849	-0.375901439057729	-0.0224983911805731	263.523622077462	374.153287136644	13.0644990078327	94.8923878095118	-134.729093897843	-8.06378359581731	0.0947331396132506	0.213656673507336	1.68074425193513	1.31517606842949	575.440584894597	23.237968159522	0.961184565505186	0.0388154344948137	30.08414	50.55586
olaparib	0.189048012491893	82.08	1	7	507.178979794924	1180.96639276869	31.6486236334169	318.533589517407	-741.705550060732	-51.8622530898219	188.645390277517	1922.67194282942	83.5108767232389	0.614231875163669	1.43023908882994	0.0383288626207719	0.385768124836331	-0.898261183886832	-0.0628090875896607	418.784058507673	975.138794444552	26.1326663355477	263.017188612697	-612.435595413863	-42.8233142491232	0.107820681345522	0.120249936453334	0.874830277158837	4.05812927291807	651.562258464012	174.150310848318	0.789090880627681	0.210909119372319	33.840761	64.939239
olmesartan	0.29091902437965	129.81	3	7	479.944316731413	1185.28676111124	26.3697172332578	296.737416036341	-732.832785998097	-37.0383620714131	183.206900695072	1918.11954710934	63.4080793046709	0.617942068781637	1.52609068953817	0.0339517670118076	0.382057931218363	-0.943543223794643	-0.0476879531329063	372.76398355099	920.590575446559	20.4808776733224	230.470530464132	-569.177838058023	-28.7670192325046	0.123095301638819	0.155292657071988	0	2.06091229013304	671.589584381412	105.092148386342	0.864690845744704	0.135309154255296	33.341382	68.582618
olodaterol	0.259073279724206	100.05	4	4	514.478208526152	1337.03891855906	35.6949167514106	211.499151472982	-549.649318620693	-48.6781169253848	302.97905705317	1886.68823717975	84.3730336767953	0.708669769711228	1.84170883587974	0.0491680852849917	0.291330230288772	-0.757116335723402	-0.0670518388141509	373.4995316029	970.659984311601	25.9137014285779	153.543595628413	-399.032961257574	-35.33921081522	0.0887881840147214	0.148688780252705	0.586376417085822	4.12862545717931	541.429113778212	184.548246220922	0.745793386420284	0.254206613579716	34.533382	60.506618
olopatadine	0.147611963376416	49.77	1	3	474.500165737206	859.201420288128	30.3054646678968	201.643713519283	-365.126458446578	-27.1106847474043	272.856452217923	1224.32787873471	57.4161494153012	0.701773957133181	1.27073755549327	0.0448210293661487	0.298226042866819	-0.540012961217786	-0.0400960292315537	320.830382769402	580.9437813763	20.4908544432223	136.340162686613	-246.878020033253	-18.3307235544097	0.145386089214892	0.187841896450579	0.822995360416874	2.78710197553863	569.540281192074	106.603598064415	0.842335926812441	0.157664073187559	29.997761	55.802239
olsalazine	0.462765110664689	139.78	4	6	261.066153163771	614.584789820103	32.2236174667902	351.432756847342	-827.319912541218	-81.3940449664072	-90.3666036835715	1441.90470236132	113.617662433197	0.426231212654785	1.00340552411587	0.0526100813243987	0.573768787345215	-1.35072879154382	-0.132888473164679	159.902734253604	376.432513874222	19.7369305750241	215.252180511198	-506.732544661986	-49.85376382332	0.124574876271436	0.152742416585239	0.630751610177235	6.05945333814186	283.445812030393	329.05309798072	0.462769496235104	0.537230503764896	14.16807	38.31993
omacetaxine	0.227395069589827	123.99	2	8	658.558127154628	2365.22682231345	37.5739770366894	174.325127389521	-626.092747327211	-46.5618073485471	484.232999765107	2991.31956964066	84.1357843852365	0.790696803617534	2.83980595048459	0.0451131378037541	0.209303196382466	-0.751717295204695	-0.0559043624595756	548.502036251046	1969.95781350354	31.294736280485	145.192479449008	-521.462165040376	-38.7805496419156	0.0820645812846944	0.108535842537361	0	1.87004142968799	653.504940821176	179.378313722974	0.784629703209545	0.215370296790455	56.111073	85.3629269999999
omacetaxine_mepesuccinate	0.227395069589827	123.99	2	8	658.558127154628	2365.22682231345	37.5739770366894	174.325127389521	-626.092747327211	-46.5618073485471	484.232999765107	2991.31956964066	84.1357843852365	0.790696803617534	2.83980595048459	0.0451131378037541	0.209303196382466	-0.751717295204695	-0.0559043624595756	548.502036251046	1969.95781350354	31.294736280485	145.192479449008	-521.462165040376	-38.7805496419156	0.0820645812846944	0.108535842537361	0	1.87004142968799	653.504940821176	179.378313722974	0.784629703209545	0.215370296790455	56.111073	85.3629269999999
ombitasvir	0.200021239474674	178.72	4	15	1133.0975628	5891.53450398434	51.0561153615986	299.922287401227	-1559.44427271716	-53.7219535798287	833.175275398777	7450.9787767015	104.778068941427	0.790706118021247	4.11127208262818	0.0356283378450264	0.209293881978753	-1.08822238051913	-0.0374886318373642	1623.75129970704	8442.68589235502	73.1644267873348	429.794591363717	-2234.71459808631	-76.9846258714836	0.0649507858169283	0.0588769076277334	0.159323940763178	0.0503024245073347	1239.07951821809	193.94033198314	0.864663192239866	0.135336807760134	91.4048690000002	146.791131
omeprazole	0.240760526857296	83.09	1	3	553.078368412187	1002.7533317476	32.6185133154834	210.392149124135	-381.449430237953	-38.153664618355	342.686219288052	1384.20276198556	70.7721779338384	0.724426622519676	1.31341460962164	0.0427239985909889	0.275573377480324	-0.499625619426496	-0.049973985559357	422.259028169797	765.572605150614	24.9032732422376	160.628202977383	-291.225393917705	-29.1291980720828	0.0972510194765886	0.192464944077231	1.60872545659924	3.63402439067238	628.051953491332	135.418564044991	0.822627644506851	0.177372355493148	32.280933	51.195067
ondansetron	0.135833593740284	39.82	0	2	477.266043544381	627.012925442558	23.2457907404456	132.835479479116	-174.513908369055	-15.7595133945442	344.430564065265	801.526833811613	39.0053041349898	0.782273155423675	1.02771899721747	0.0381015123929633	0.217726844576325	-0.286040768271175	-0.0258309687811373	291.180740053825	382.541540767923	14.1822923346313	81.0431283417651	-106.471201284743	-9.61490312412064	0.128514968250814	0.223215097424539	1.61664897753289	3.7187938407489	563.341002588684	46.7605204348125	0.923356165047614	0.0766438349523865	27.008933	48.451067
