nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
mesalamine	1	1	1	1	0	0	0	1	0	0	0	0.545926452998233	52	148	14	4.4594316186373	133.193497887717	83.55	0.666666666666667	0.56231173286459	0.4	0	0	0	0	1.65096362444731	6.66899214858989	0	3.30192724889463	0	0	0.944940787421155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09090909090909	3.6	2.21453287197232	0	214.04	0.333333333333333	89	0	0	0	0.0680413817439772	0.175366473553874	0	0	0	0.0240562612162344	0.0366753065698045	0	0	1	5	1	0	0	0	0	490.450358124024	545.934585404297	706.330014213867	603.345955042969	340.987796935547	13.6833874078993	12.1624578645781	17.4352008104321	16.6570077062888	13.5417618231056	0.27344192261935	-0.111949561200896	0.0412780549151565	-0.101070971395483	-0.0180447870027015
mesna	0	0	0	0	0	0	0	0	0	0	0	0.636627306182188	28	7000000039	4	3.58496250072116	NA	104.38	999.000999000999	0.798997651998618	0.999000000999	0	0	0	0	1	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8888888888889	3.9375	11.25	1	65.06	0	-884901900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	387.830217902344	365.911950179688	415.440767558594	216.60661909375	124.7113021875	25.242698272523	17.0087687640627	14.6592534471265	11.1240289698477	10.6691983549568	NA	NA	NA	NA	NA
mesoridazine	5	4	3	2	0	0	0	5	0	0	0	0.216097540999793	188	260000001458	55	6.28540221886225	478.575579880181	117.59	999.000999000999	0.810913056597354	0.999000000999	0.1	0.0316262510793119	0.176858835854727	0	0	0	0	0.0261041772498106	0	0	0.000134164078717069	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	2	0	6	0	0	12	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.9940828402367	13.3752066115702	7.78530612244898	0.333333333333333	3781.09	0.411764705882353	690588594	0	0	0	0.382131042189261	0.587383039610746	0	0	0	0.182691436229855	0.353770997925262	0	0	0	18	0	2	5	0	0	3072.14098597803	3597.48788300469	5080.44397730595	5131.48412444512	4215.22363641519	58.2010958600668	58.5716154284566	73.6716040941531	74.2917462567696	58.9776432116654	0.452173747777729	-0.21008531763021	-0.0313841134698853	-0.017620619333216	0.0593102164275344
mestranol	4	1	1	1	0	0	1	3	0	0	0	0.0949730438814209	134	1092	48	5.70043971814109	315.844460937924	29.46	1	0.78901568909213	0.5	0.383154716196777	6.18607849133082	3.53848572694765	1.87318479757216	12.3649595911323	21.398905776177	6.78693016316389	6.63197570786509	3.32753601940726	1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	0	3	3	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4674556213018	5.77156454491374	2.28928199791883	0.684210526315789	2198.02	0.346938775510204	449	0	0	0.0721687836487032	0.45977576631204	1.04869353428926	0	0	0.0721687836487032	0.347061189981469	0.711516617277018	1	1	0	4	2	1	6	4	1	1945.11764629675	2426.08006592528	3825.52572099291	4098.30669296052	3167.82652982469	24.5489380710819	26.9962759313977	42.6604598856628	50.3246438399279	39.3283679085303	0.236157097728841	-0.118173897658725	-0.0089260597545945	0.0181570539933301	0.00248639835733846
metaproterenol	1	1	1	1	0	0	0	1	0	0	0	0.344447278759887	70	394	18	4.90689059560852	205.013895091984	72.72	1	0.839929477037215	0.5	0.5	1.47557589293376	2.52205634492999	0	2.24957684727828	9.26392237214613	0	3.55400779227996	0	0	0.646330407009565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0666666666667	5.915	4.57142857142857	0.454545454545455	814.04	0.1875	189	0	0	0	0.0680413817439772	0.175366473553874	0	0	0	0.0240562612162344	0.0354054630344856	0	0	0	5	1	3	2	0	0	776.912928174164	852.265208048035	1075.05610683766	969.397723547119	791.727959616211	17.6833874078993	16.3286397977586	22.4910976623367	20.7121953930424	19.4314767418298	0.265408035695055	-0.0835077277133925	-0.065140911255715	0.0609178724019618	-0.0791010955520534
metaraminol	1	1	1	1	0	0	0	1	0	0	0	0.397858390390653	56	197	15	4.58496250072116	161.631699139689	66.48	1	0.776228986729595	0.5	0	0.854574012792468	1.70914802558494	0	3.53277552900144	7.25803348437406	0	3.14734519026494	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0833333333333	4.296875	2.77777777777778	0.333333333333333	493.03	0.24	112	0	0	0	0.0833333333333333	0.131445855765802	0	0	0	0.0277777777777778	0.0284601073524884	0	0	0	5	1	1	2	0	0	616.945940824707	678.913133325684	859.450298029541	759.50481602002	516.944728705078	13.9089183723584	12.8303658874456	17.6607317748912	17.3801034159099	12.6607317748911	0.172577417755378	-0.0462219952610484	-0.0552128427444688	0.042669930354656	-0.0455677720467953
metaxalone	2	1	2	1	0	0	1	1	0	0	0	0.215101234310972	80	484	18	5.08746284125034	207.31696231625	47.56	0.8	0.944843113727838	0.444444444444444	0.25	2.82073569661042	2.97100409661001	0	3.09003177615067	9.66834992662279	0	2.83899917916326	0	0	0	0.632455532033676	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4567474048443	5.55765595463138	3.76923076923077	0.416666666666667	784.04	0.419354838709677	245	0	0	0.117851130197758	0.269225845275068	0.326454184352635	0	0	0.0416666666666667	0.0705293892016682	0.0819897111651831	0	0	0	4	2	4	1	0	0	817.440080616718	914.935474072105	1190.78943901269	958.622174751694	763.628095116653	18.6833874078993	18.9928237520237	26.7080340485174	20.6011108543842	17.546013459862	0.485694466748266	-0.335794513245301	0.10407655641494	0.0557347373163923	-0.148106620777537
metformin	0	0	0	0	0	0	0	0	0	0	0	0.689302894769035	36	96	8	4	127.4512808435	88.99	0.666666666666667	0.718826498947503	0.4	0.5	0	1.4142135623731	0	0	0	0	0.5	0	0	0	0	0	0.944940787421155	1.5	0.944940787421155	0	0.5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3.92	4.5	0.5	289.05	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.886037806641	382.224642894531	430.723631653321	327.780495550781	218.752346375	10.7999015063824	9.32945546544356	12.1598818076589	9.32945546544356	7.43992120510592	0.207281317789723	-0.200819213799443	0.1853733170774	-0.160467887098564	0.107442499163671
methacholine	0	0	0	0	0	0	0	0	0	0	0	0.164237703627555	48	170	9	4.32192809488736	174.183319966622	26.3	1	0.851672462363413	0.5	2.72534589392338	2.17637640824031	3.56244666740512	0	0	1.15470053837925	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4.13265306122449	7.90123456790123	0.875	674.03	0	94	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	503.530040911377	518.690961994629	640.608320757813	434.724918808594	432.303428064453	12.9089183723584	11.6610036641195	16.2690188772516	10.0517355073796	12.8266418188433	0.38588082111344	-0.246705263303186	0.0180779706487368	0.125296521641837	-0.163583663460787
methadone	2	2	2	2	0	0	0	2	0	0	0	0.0656836722984117	114	1044	39	5.58496250072116	326.59099444553	20.31	1	0.688169354922723	0.5	1.43730171725908	8.57336288950529	4.50540393769046	1.15470053837925	18.9434333874775	16.0725517285996	4.94730096435077	2.44948974278318	3.36358566101486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	10	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3263888888889	8.90909090909091	4.34567901234568	0.380952380952381	2095.02	0.26	294	0	0	0	0.204124145231932	0.102062072615966	0	0	0	0.0641500299099584	0.0320750149549792	0	0	0	11	2	2	3	0	1	1800.46752390555	2114.53738078137	3001.33918708972	3463.2506763811	3465.32512093262	24.1344493368174	24.8306377766739	33.996547820626	40.4945498417107	45.1590056852042	0.220396702322291	-0.0823296574585312	-0.0289611626485764	-0.0125155246286092	-0.0285791773156318
methadyl_acetate	2	2	2	2	0	0	0	2	0	0	0	0.0836269336937088	128	1436	43	5.75488750216347	369.973190397825	29.54	1	0.805980966264752	0.5	1.96161247429718	10.4634709688769	6.55764672103279	1.40244393180775	18.9434333874775	17.9223554835975	4.94730096435077	3.51675915427597	3.4941355938579	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	10	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2908093278464	10.518626734843	5.51770095793419	0.434782608695652	2714.03	0.228070175438596	337	0	0	0	0.204124145231932	0.102062072615966	0	0	0	0.0641500299099584	0.0320750149549792	0	0	1	10	2	3	4	0	1	2040.91130990835	2404.97508089313	3439.95876278786	4062.88608961456	4307.90731134741	27.9089183723584	28.494821730939	39.4352008104321	44.8266418188433	53.8231896394693	0.365134092230072	-0.214409135726074	0.0363821414051175	0.00131367928648173	-0.0419769371746265
methamphetamine	1	1	1	1	0	0	0	1	0	0	0	0.0806730400957748	48	168	11	4.4594316186373	161.347230364434	12.03	0.75	0.708002274427746	0.428571428571429	0.333333333333333	2.6063895512076	1.80720400721969	0	7.73231598607472	5.63817347610835	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09090909090909	4.79289940828402	3.26530612244898	0.4	566.01	0.230769230769231	118	0	0	0	0.102062072615966	0.0721687836487032	0	0	0	0.0320750149549792	0.0226804605813257	0	0	0	5	1	1	2	0	0	588.013682857544	622.351471723999	727.633608527588	601.246119740357	415.852675615235	11.3599803012765	11.3323638663609	13.3323638663609	11.1661819331804	8.33236386636089	0.0675959015121962	-0.0360506769601129	-0.00649266046388607	0.0102014554453758	-0.000608118261424799
methandrostenolone	4	0	1	0	0	0	1	3	0	0	0	0.124246803661378	134	907	48	5.64385618977472	314.721393713657	37.3	1	0.860066250664169	0.5	0.598408480588576	6.67977101813178	3.81307099910345	3.62324571389802	10.5026299094428	16.9772388326063	9.26223527781033	3.92513638958328	5.41370982415567	1.10520944959212	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	3	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5232	4.76190476190476	1.97710718002081	0.75	2347.02	0.34	368	0	0	0.0721687836487032	0.464354663884576	1.14942296518106	0	0	0.0721687836487032	0.383145581805821	0.854976885747459	0	0	0	4	1	3	6	4	2	2061.6686713488	2598.08258526966	4205.80039022452	4485.28222281134	3344.76532248053	23.5489380710819	25.6641839542651	43.6604598856628	49.9925518627954	37.3283679085303	0.196845870066123	-0.0630471502228821	-0.0429975004474214	0.0256656950580591	-0.00838402675856728
methanol	2	2	1	1	0	0	0	2	0	0	0	0.127978711678726	60	182	17	4.70043971814109	147.907305380295	20.23	1	0.839736008028614	0.5	0	0	0	0	10.6467137477919	11.7667310137315	0	2.3811015779523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59171597633136	3.80622837370242	1.70132325141777	0.0909090909090909	397.01	0.454545454545455	119	0	0	0	0.15137471507731	0.251375654828754	0	0	0	0.0518340389940122	0.0747145195801506	0	0	0	7	3	1	0	0	0	721.441418583496	830.018130507813	1106.55192379004	1019.0579584043	608.009649011719	12.7744690355409	13.3320919771326	17.3320919771326	17.6641839542651	12.9962759313977	0.090272312824948	-0.042802212982281	-0.00302135087734004	0.00053242583474376	0.00014661782412308
methantheline	3	2	1	2	0	0	0	3	0	0	0	0.104441246057281	130	1504	42	5.75488750216347	333.133218496252	35.53	0.833333333333333	0.835932124152615	0.454545454545455	0.90856029641607	5.96744488403762	2.43145094509809	0	14.2378073543731	20.2448526825494	0	8.48099732441884	0	0	0	0.632455532033676	0.2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	8	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7530864197531	8.79224376731302	4.46597462514418	0.380952380952381	2209.04	0.274509803921569	478	0	0	0	0.212027587829318	0.368565374926559	0	0	0	0.0702869468302753	0.0961418620456534	0	0	1	10	2	6	0	1	0	1709.1623405042	1999.71516931775	2815.71356181488	2954.05869808839	2531.33435744173	27.6833874078993	29.3251876183846	41.5976586750102	45.8743813683923	43.1475615901689	0.51507246936339	-0.288649014365927	0.0105831098880112	0.145970545401762	-0.322447069512794
methaqualone	3	3	2	2	0	0	0	3	0	0	0	0.139498278669663	102	640	33	5.39231742277876	236.114914122762	32.67	0.8	0.875367994602394	0.444444444444444	0.2	3.38885481313331	4.08352292175563	0	7.75819329439055	14.4182791345533	0	6.63197570786509	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9591836734694	5.78	2.61224489795918	0.125	883.03	0.484848484848485	283	0	0	0	0.212027587829318	0.419544955576357	0	0	0	0.0680555555555555	0.104798726777203	0	0	2	10	2	2	0	0	0	1352.37205604946	1608.83010941635	2307.11510138817	2429.72493694617	2021.13888409688	20.4944296380939	22.1630016430348	32.4088074077388	35.8240053071543	33.2110130818121	0.25093916305131	-0.14675127311044	0.0828276880550339	-0.114235666512688	0.0596910090614608
methazolamide	1	1	1	1	0	0	1	0	0	0	0	0.610286829764477	70	304	17	4.8073549220576	182.146316076483	138.87	0.75	0.891703226480506	0.428571428571429	0.2	0	2.24957684727828	0	0	0	0	1.19055078897615	0	0	0.650697636830499	0	0	0	0.516397779494322	0.25	0.333333333333333	1.4142135623731	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0714285714286	4.24489795918367	3.27272727272727	0.4	302.09	0.227272727272727	149	0	0	0.0962250448649376	0.212378949041384	0.33379587241176	0	0	0.0612372435695795	0.126099955894631	0.147552433530031	0	0	1	0	0	1	0	0	0	1089.87184499261	1243.28489472449	1756.36825471796	1349.10426004126	1047.47507565234	30.0188343886288	27.7585917322969	40.2035938478558	34.0065866323678	26.1925199780632	0.501396670101844	-0.241458730009056	-0.0429086634323188	0.0108738768003994	0.0351960806442268
methdilazine	4	0	2	0	0	0	1	3	0	0	0	0.107316021645362	116	161999999967	8	5.58496250072116	273.342139432334	31.78	0.8	NA	0.444444444444444	0	2.17850079299981	0.900007310770154	0	16.6355617843708	19.4084920060606	0	4.25141500208597	0	0	0	0	0	0	0	0	0	0	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5833333333333	6.24567474048443	2.93345405160706	0.333333333333333	876.03	0.952380952380952	342	0	0	0.117851130197758	0.413212051360409	0.505897105603394	0	0	0.0912870929175277	0.245625030753946	0.289566904808252	0	0	0	0	0	3	13	1	0	1877.89974234116	2265.42970767783	3272.74533581058	3251.30203423042	2807.6712601197	27.847713641003	28.3366620081886	41.842414350475	42.9558696214972	35.8678817144768	175.166494262178	-36.7937749941731	-46.3011892227971	-9.96402807448986	-41.3295561447233
methenamine	4	0	1	0	0	0	0	4	0	0	0	0.0925012621460333	60	96	12	4.58496250072116	119.250031186267	12.96	0.333333333333333	0.272946385202401	0.25	0	0	0	0	6.52912922472093	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.625	1.77777777777778	0.777777777777778	1	486.04	0.454545454545455	84	0	0	0	0.272165526975909	0.577350269189626	0	0	0	0.126491106406735	0.268328157299975	0	0	0	0	0	0	0	0	0	619.12472509375	751.205233125	1104.5473220625	751.205233125	175.860234421875	11.4399212051059	13.9941831981653	20.1598818076589	13.9941831981653	3	0.353672436026323	-0.424406923231588	0.601243141244749	-0.424406923231588	0.0707344872052646
methenolone	4	0	1	0	0	0	1	3	0	0	0	0.104679212649268	166	2527	58	6.04439411935845	444.583512795286	43.37	0.888888888888889	0.930937702651926	0.470588235294118	0.748835245300165	8.92093837648159	6.64823691366288	2.16235302132802	15.491072891609	24.131858663296	6.41440460895336	8.1087478088263	6.46422982559833	0.25	0.0833333333333333	0.447213595499958	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	1	0	5	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.168044077135	9.0944	4.08333333333333	0.851851851851852	4755.03	0.236111111111111	814	0	0	0.0833333333333333	0.393634553260967	0.958990966078924	0	0	0.0833333333333333	0.350079939151047	0.784026327094186	0	0	1	2	1	4	13	4	2	2548.67151060472	3130.90008688802	4852.58678212856	5341.36915291028	4577.81579701652	32.3234071066228	34.3283679085303	52.7670208983363	60.9888277941931	55.9888277941931	0.386926500805728	-0.192581908486514	0.0170660463204367	0.000621784584853139	-0.0143284302432384
methimazole	1	1	1	1	0	0	1	0	0	0	0	0.463143360138992	32	40	5	3.8073549220576	100.6135655758	47.36	0.5	0.64623093532605	0.333333333333333	0	0.816496580927726	0.5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14285714285714	1.85185185185185	0.96	0.25	127.03	0.384615384615385	36	0	0	0.117851130197758	0.235702260395516	0.117851130197758	0	0	0.0372677996249965	0.0829113460837603	0.0456435464587638	0	0	2	0	0	0	0	0	0	434.683770734375	464.682805109375	564.649697453125	248.625417390625	0	13.847713641003	9.50069487045521	13.9192547096817	10.1755375468394	0	0.106911905521382	-0.0939005048917176	0.053015198983284	-0.0125706468522572	0
methionine	0	0	0	0	0	0	0	0	0	0	0	0.594561395190313	34	102	8	4	139.486160796222	88.62	1	0.799773617058551	0.5	0	0.816496580927726	0.447213595499958	0	1	2.14913986364708	0	1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4.83950617283951	4.5	0.8	289.04	0	74	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	430.291570005615	415.031813308106	421.120912832276	346.588296014649	224.870693795899	17.0366714108084	12.1699362965515	12.4408020607199	11.6070742861318	9.44742442984026	0.26868122130847	-0.102501806690981	-0.0572251201573577	0.0222780355746943	-0.0391761352548297
methocarbamol	1	1	1	1	0	0	0	1	0	0	0	0.377486017861696	76	606	20	5.08746284125034	219.957889792306	91.01	1	0.834941378919525	0.5	0	1.33077521176612	0.942809041582063	0	5.23244964016031	7.94386483316792	0	1.77103013849236	0	0	0.2	1.4142135623731	0.685006710594441	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0588235294118	8.16326530612245	5.92816635160681	0.363636363636364	752.06	0.1875	269	0	0	0	0.0833333333333333	0.117851130197758	0	0	0	0.0277777777777778	0.0226804605813257	0	0	0	6	0	2	1	0	0	732.756713867912	793.420674901726	968.893097613235	912.385777263351	731.006320579838	21.2323254789812	19.822917750241	25.5381280467347	24.8142328797312	20.2652948086493	0.715708172987644	-0.404189226329746	-0.0635482831672728	0.211922964351778	-0.0617909319529718
methohexital	1	0	1	0	0	0	0	1	0	0	0	0.253612932879471	92	646	35	5.24792751344359	270.88923307535	66.48	0.8	0.793463890941449	0.444444444444444	0.995277938401323	5.56756652781786	4.31565253027281	1.2986716619004	3.83851949637378	6.11536179937878	2.30526977870432	2.67269615442102	3.03934274260637	0	0.75	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	3	1	2	0	1	0	1	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0526315789474	7.1358024691358	3.19113573407202	0.583333333333333	1027.05	0.162162162162162	252	0	0	0	0.0392837100659193	0.207593078622781	0	0	0	0.0139754248593737	0.0490425877740351	0	2	3	1	0	2	2	1	1	1205.55858058988	1401.98614445884	2005.16688274236	2312.57695056239	1924.20835191629	22.0433677091758	20.8271855972999	30.570374510169	40.1483772578539	40.7520657397667	0.523177161879262	-0.271010734914606	0.309402893361829	-0.647889312774657	0.372349984710837
