nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
methotrexate	3	3	2	2	0	0	0	3	0	0	0	0.46356956653524	168	3832	51	6.12928301694497	387.630944575074	210.54	0.9	0.903470222691501	0.473684210526316	0	1.88854837371836	1.9307390390524	0	6.78027790228119	18.3903754357382	0	9.82522427499609	0	0	2.08794902601212	0	0	0.25	2.44868516325486	0.288675134594813	2.11441935291915	1.03810911634626	0	0	0	0	0	0	0	1	0	3	0	0	5	1	0	0	3	5	2	0	0	2	0	0	1	0	0	0	0	4	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.585306122449	12.807996668055	8	0.25	2193.13	0.327272727272727	1009	0	0	0	0.206930270632866	0.421412331038744	0	0	0	0.0547115345075184	0.0758036432512732	0	0	6	7	1	1	3	0	0	1969.51621908959	2274.16756025105	3104.66488944447	3204.01799555936	2827.57375266078	39.7521875879166	39.1531888833695	57.0554900579004	58.8903794713307	54.4749847771498	1.02160178539448	-0.578550577872819	0.032246910447011	0.201344970919326	-0.144549577950774
methotrimeprazine	3	3	1	1	0	0	0	3	0	0	0	0.124969171228382	120	1130	37	5.64385618977472	311.784809459563	41.01	1	0.789800527041143	0.5	1.10520944959212	6.28423774224364	4.83292048330957	0	9.76668727800734	18.1610159522775	0	5.53651961435736	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	4	0	2	0	0	7	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8112	7.92	4.15879017013232	0.368421052631579	1895.04	0.297872340425532	377	0	0	0	0.196735636239962	0.402921917237101	0	0	0	0.0860666988380851	0.199748375303711	0	0	0	12	0	3	0	1	0	1960.77560679579	2332.05006479933	3338.33287802372	3547.91990790951	3186.84461434864	30.6221826765439	30.0008459624538	43.3404163715597	47.7862355089427	42.5872533554955	0.321973278952408	-0.188512783952272	-0.00859545497041712	-0.0295247966196155	0.158953761547879
methoxamine	1	1	1	1	0	0	0	1	0	0	0	0.30650692255985	70	358	22	4.90689059560852	205.013895091984	64.71	0.75	0.6819789836952	0.428571428571429	0.451168542689741	2.30937940770044	4.4359877981887	0	1.65096362444731	7.13593705309337	0	5.08567526475977	0	0	0	0.447213595499958	0.2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0666666666667	5.915	3.2256	0.454545454545455	814.04	0.1875	163	0	0	0	0.0680413817439772	0.135508754930857	0	0	0	0.0240562612162344	0.0335307439218485	0	0	0	5	1	1	2	0	0	810.617973304871	909.588351598023	1202.19516515875	1217.05303543433	961.709375083374	17.6833874078993	16.8266418188433	22.3249157291563	25.3763793473076	22.0993847646972	0.419829581461328	-0.19259323438247	-0.0225611078986556	-0.0375982401965951	-0.0576824687852955
methoxsalen	3	3	1	1	0	0	1	2	0	0	0	0.243378310834326	88	387	26	5.16992500144231	176.581052706245	48.67	0.75	0.709360614264494	0.428571428571429	0	0.964192504002627	1.78549032692643	0	3.68599400796656	11.7452396249729	0	7.27411662111438	0	0	0	0.766309432393553	0.90856029641607	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1111111111111	4.3491124260355	1.86121256391527	0.0833333333333333	436.04	0.541666666666667	192	0	0	0.117851130197758	0.264777017983939	0.499433966380587	0	0	0.0340206908719886	0.071704741817124	0.103292437119736	0	0	2	7	2	0	0	0	0	938.198991634522	1132.46618342944	1654.05312486084	1590.11799170215	1242.75048875903	19.0978761421638	20.3246438399279	29.763296829734	30.537765865275	27.4274807839992	0.533209659963091	-0.304246116429091	-0.0360662436544896	0.192011427841284	-0.146871905003805
methoxyflurane	0	0	0	0	0	0	0	0	0	0	0	0.0562939686492417	34	62	9	3.8073549220576	111.791892520441	9.23	1	0.824688551065124	0.5	0	0	0.333333333333333	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2.52	2.22222222222222	1	65.05	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	263.899681570313	267.484627703125	315.138134769531	231.107308171875	52.052457515625	27.2044571293238	12.7312954561916	26.8283640391713	30.7038975977133	5.90354127887619	0.473761428797608	-0.267273513636847	-0.0812354413404631	0.157355726736846	-0.0457274861583392
methoxyphenamine	1	1	1	1	0	0	0	1	0	0	0	0.118684082146355	58	256	16	4.70043971814109	187.433441690861	21.26	0.75	0.753666623841916	0.428571428571429	0.598408480588576	3.41581997443559	3.10600558663726	0	5.08567526475977	7.13593705309337	0	1.65096362444731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	4	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0769230769231	5.671875	3.32409972299169	0.454545454545455	744.02	0.2	142	0	0	0	0.0833333333333333	0.117851130197758	0	0	0	0.0277777777777778	0.0309820853236225	0	0	0	5	1	1	2	0	0	710.139974620484	770.623424198365	952.67004951294	893.869689189209	669.890663022766	14.1344493368174	13.996547820626	16.996547820626	17.1624578645781	13.996547820626	0.216404303107839	-0.121742759385536	0.00719955382127015	0.0041641869878064	-0.0324049223485272
methscopolamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methsuximide	2	1	2	1	0	0	1	1	0	0	0	0.184052134945006	80	332	25	5	195.890276914889	37.38	0.75	0.80254817826781	0.428571428571429	0.25	2.88145973158378	2.49804953296681	1.15470053837925	6.94562918153628	6.53642084728481	2.6207413942089	1.31037069710445	2.3811015779523	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.484375	4.10763888888889	1.85123966942149	0.333333333333333	631.03	0.392857142857143	172	0	0	0.0680413817439772	0.413511309657794	0.671969722591079	0	0	0.0395284707521047	0.163171053053636	0.205191453715753	0	0	2	5	1	1	1	0	1	949.794141396424	1126.71152946021	1648.81661023511	1519.777172039	1017.66169326477	16.9089183723584	17.1627297538065	26.1034710147593	27.9890996834214	20.4352008104321	0.31169126747403	-0.165595391649105	0.146232742250756	-0.217482404067398	0.0793994106000199
methyclothiazide	2	1	1	1	0	0	0	2	0	0	0	0.351936497307249	110	720	38	5.39231742277876	256.289397912411	126.33	0.8	0.845216041177158	0.444444444444444	0	0.766309432393553	1.34123075999971	0	0.766309432393553	7.13593705309337	0	4.32963838586645	0	0	1.44224957030741	0	0	0	0.166666666666667	0.166666666666667	0	0.5	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3718820861678	5.32525951557093	2.84504132231405	0.333333333333333	644.11	0.32258064516129	272	0	0	0	0.0948392656214748	0.351579284708122	0	0	0	0.0405852276308324	0.132192501956458	0	0	0	6	0	2	0	0	0	2029.57938466785	2434.4826288833	3729.99155380937	3936.69586646069	3228.51326336636	51.8592229385908	43.3603477693572	56.3222474138699	69.2794965921332	72.2106447331094	0.515867698195833	-0.257955351056559	0.127596743592227	-0.0967698078690716	-4.59183212224192e-05
methyl_salicylate	1	1	1	1	0	0	0	1	0	0	0	0.306023102675844	50	152	14	4.4594316186373	139.492722305417	46.53	1	0.783816421120927	0.5	0	0.808206201870649	1.04004191152595	0	3.96540645650019	5.5531575740481	0	2.3811015779523	0	0	0.25	0.707106781186548	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09090909090909	4.13265306122449	2.21453287197232	0.125	251.03	0.315789473684211	99	0	0	0	0.0833333333333333	0.131445855765802	0	0	0	0.0277777777777778	0.0263114887638877	0	0	1	5	1	0	0	0	0	471.500310464356	517.327812730957	646.600217332031	574.255428650391	341.733479964844	13.3234071066228	12.3283679085303	16.1028369440712	16.6567358170605	13.2093979567447	0.34086440180747	-0.202411598128856	0.106573944626733	-0.161003840346604	0.117230845334481
methylcellulose	3	0	3	0	0	0	0	3	0	0	0	0.224321375024774	222	7008	84	6.55458885167764	613.714263957512	147.68	0.888888888888889	0.890414398826797	0.470588235294118	5.56163473271973	4.45922237971597	25.1429676988997	0	0.358092709640328	9.03587719726127	0	25.083915551966	0	0	0	0	18.8585207231309	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4386600271616	19.8623046875	8.97398543184183	1	8221.16	0.202020202020202	1207	0	0	0	0.136082763487954	0.481125224324688	0	0	0	0.0785674201318386	0.183855615375472	0	0	0	0	0	6	12	0	0	2680.17046063506	3178.33606946045	4575.0170617008	5561.71214186673	5689.30487225396	57.3915045686551	57.626943268242	77.2824423519974	107.903201953714	121.562411237385	2.88742898472905	-1.56230670459881	-0.775119600759025	1.5126466664051	-0.884616211543761
methyldopa	1	1	1	1	0	0	0	1	0	0	0	0.491651545710352	74	374	21	4.90689059560852	193.871678465878	103.78	1	0.909716970481627	0.5	0	1.1246826503807	1.09204834508363	1	2.94168275343288	7.83133998417892	1.63299316185545	2.10257884474482	1.5905414575341	0	1.1634026079003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0666666666667	4.88842975206612	3.5	0.3	574.05	0.214285714285714	183	0	0	0	0.0680413817439772	0.184195285920423	0	0	0	0.0240562612162344	0.0385269195815911	0	0	1	5	1	1	1	1	0	778.416934149521	877.328371916352	1184.83974170595	1052.63712022391	745.115295925049	18.4578564434403	16.4945498417107	25.2655666978777	25.7043099799151	15.9928237520237	0.356923669217951	-0.112150174558385	-0.114469101299286	0.052595013298092	0.0444405501623847
methyldopate	1	1	1	1	0	0	0	1	0	0	0	0.337268452154165	82	17000000527	24	5.08746284125034	252.231174188845	92.78	999.000999000999	0.970336245340683	0.999000000999	0.2	2.45559304959368	1.70649609440602	1	3.26528202165991	8.22987939749307	1.96013170420779	2.10257884474482	1.5905414575341	0	0.543690186501446	0.622369900024683	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7.55555555555556	5.26748971193416	0.416666666666667	919.06	0.166666666666667	-359738402	0	0	0	0.0680413817439772	0.184195285920423	0	0	0	0.0240562612162344	0.0385269195815911	0	0	1	5	1	3	1	1	0	911.779750403898	1013.46051897876	1358.09856333421	1274.15569016653	1016.62271478447	29.170806351289	18.8266418188433	27.5976586750102	29.0364019570477	21.4910976623367	0.432436310894944	-0.190311483655924	-0.06343615597917	0.0537202156798261	0.0362218181473643
methylene_blue	3	3	1	1	0	0	0	3	0	0	0	0.126982360576596	108	86000000719	33	5.4594316186373	346.174513064085	43.91	999.000999000999	0.996265771299087	0.999000000999	1.02598556800602	4.68190289722268	4.92203499242494	0	4.46725601493793	13.8579680340664	0	5.53651961435736	0	0	0	0	0	0	0	0	0	0.4	0.125	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.2314049586777	10.87109375	5.76190476190476	0.25	1564.08	0.291666666666667	1050326996	0	0	0	0.19163831904351	0.428152350125391	0	0	0	0.0823451822765417	0.187267713257478	0	0	0	12	0	0	0	0	0	1805.4244089061	2131.93386874982	3053.60799712314	3078.91194812787	2378.64601415387	41.2440509567511	26.6690258745495	40.0085962836555	43.1220515546776	34.231208683872	0.323374730340716	-0.194390836680153	-0.00336720554896371	-0.00861569588217077	0.0168088826908821
methylergonovine	4	2	1	1	0	0	1	3	0	0	0	0.201536181512478	138	1430	45	5.8073549220576	318.002298235758	68.36	0.833333333333333	0.977804641237824	0.454545454545455	0.125	3.36193788209109	3.62641711030834	0	7.97849785446853	23.749451993239	0	12.358524387403	0	0	0.2	0	0	0	0	0	0.125	0.447213595499958	0	0	0	0	0	0	0	2	0	4	0	1	4	3	0	0	2	2	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3673469387755	7.55264723378941	3.33697213444413	0.45	2209.05	0.32	485	0	0	0.0962250448649376	0.360596177505694	0.719707463132165	0	0	0.0360843918243516	0.144391857742236	0.270924950954786	0	0	2	5	4	3	4	1	0	1999.59869438976	2440.88843364102	3640.13442211495	3840.2160080236	3400.77722201829	27.6288789749113	29.8274574865283	43.7132829499557	48.5436488374013	45.737175316269	0.40261952381731	-0.189777818475992	-0.0378265645494255	0.00184573003495747	0.0572129744325904
methylfolic_acid	3	3	2	2	0	0	0	3	0	0	0	0.449275194414638	168	3832	51	6.12928301694497	396.324411067469	200.2	0.9	0.914819036923932	0.473684210526316	0	1.88854837371836	1.9307390390524	0	6.78027790228119	18.3903754357382	0	9.82522427499609	0	0	2.13675016658923	0	0	0	1.22779652479684	0.125	2.11441935291915	1.03810911634626	0	0	0	0	0	0	0	1	0	3	0	0	5	1	0	0	3	4	2	0	0	1	0	0	1	1	0	0	0	3	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.585306122449	12.807996668055	8	0.25	2080.13	0.333333333333333	1009	0	0	0	0.206930270632866	0.421412331038744	0	0	0	0.0561869593668921	0.0772256113671692	0	0	6	7	1	1	3	0	0	1954.51747060557	2258.57415226523	3081.53677669371	3168.34992826684	2789.73070648625	40.166676322181	39.3190989273216	57.4148813976426	59.4156808550251	55.2213387084724	1.10416535566172	-0.592190309202541	0.000180323762690528	0.152285886650341	-0.0584370946010756
methylnaltrexone	6	1	2	1	1	0	1	4	0	0	0	0.187430066431077	168	1298	63	5.95419631038688	323.663445196813	66.76	1	0.907642896696436	0.5	0	2.79346109096649	1.8015487269696	0.577350269189626	11.592461469217	22.9535710079712	6.81588977774704	9.39610206623527	7.12869930911495	1	0.531329284591306	0.90856029641607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	2	3	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9094693028096	5.12637949448202	1.92306575700392	0.666666666666667	2599.05	0.423076923076923	447	0.288675134594813	0.204124145231932	0.0680413817439772	0.600468069784326	1.53583378069669	0.288675134594813	0.204124145231932	0.0294627825494395	0.542956151298577	1.09143370141866	0	0	0	5	2	2	8	2	1	2439.27974192576	3206.50530425986	5333.05710238062	6328.40810485739	5693.88519786964	29.4578564434403	33.3251876183846	54.31773948118	70.5825970139066	70.4168523566489	0.53259861461806	-0.173022822132289	-0.191555686747508	0.207143006406309	-0.162767088686015
methylphenidate	2	1	2	1	0	0	0	2	0	0	0	0.164406538676612	82	498	24	5.16992500144231	233.118704867423	38.33	1	0.763154400871846	0.5	0	1.54030932053177	1.27788620849254	0	11.1207774443243	12.4115565955803	0	4.24264068711929	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	5	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4320987654321	6.80529300567108	3.48444444444444	0.5	1097.03	0.361111111111111	218	0	0	0	0.204124145231932	0.117851130197758	0	0	0	0.104243798603682	0.0601851851851852	0	0	1	5	1	1	4	1	0	1054.1710151844	1203.17692034027	1579.63534639252	1601.21805203809	1420.56272200928	18.9089183723584	19.3286397977586	24.9371987893474	26.1590056852042	27.4318389232895	0.349337612007012	-0.201580382260752	0.0535271348063135	-0.109702516973259	0.158839063624365
methylprednisolone	4	0	1	0	0	0	1	3	0	0	0	0.253414316273944	160	1553	62	5.90689059560852	373.047584366275	94.83	1	0.850305273473589	0.5	0.572357121276666	5.68862891948667	6.94448679963171	2.89646815381689	6.81332295221058	20.0656851554763	7.97196327952042	9.37297827886025	8.84920575858287	1.10520944959212	1.64278460130748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	3	0	5	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.28	6.5	2.59279778393352	0.727272727272727	2898.05	0.298245614035088	513	0	0	0.0721687836487032	0.41619492216944	1.11677371932276	0	0	0.0721687836487032	0.330586401820242	0.777645382745923	0	0	0	5	1	4	5	5	2	2491.88452267211	3174.47878722841	5207.01169754378	5937.90879251408	5211.74951769454	30.8723451777047	31.6604598856628	53.3209197713256	67.8661337738052	65.4200326467945	0.522551842611037	-0.116027588229357	-0.193713502320773	0.0694421204865951	0.0219757271914518
methylsulfonylmethane	3	1	3	1	0	0	1	2	0	0	0	0.185939150525739	144	120000001285	36	5.90689059560852	410.60298583038	86.3	999.000999000999	0.926171584398754	0.999000000999	1.000000001e-09	0.000352688918412065	0.000201282971686522	0	15.3176658567181	18.09368623922	0	4.50854012042529	0	0	0.000134164078717069	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	2	0	9	0	0	3	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2622222222222	11.5714285714286	8.56858306926211	0.65	2788.09	0.338983050847458	-129542204	0	0	0.144337567297406	0.234708048410644	0.387458418316709	0	0	0.111803398874989	0.171939316986358	0.229011763328746	0	0	1	5	1	2	9	0	0	2000.56247625344	2268.1070894121	3079.45660363227	2798.03805776563	2512.92318773748	54.3714895988643	44.5717084146012	55.1755927022352	53.7071983641775	42.5131352922881	0.558026339134618	-0.27824707773179	-0.0240331889024278	0.101084694362306	-0.103385339392821
methyltestosterone	4	0	1	0	0	0	1	3	0	0	0	0.123418154722281	134	907	48	5.64385618977472	317.357852414457	37.3	1	0.891385442279143	0.5	0.598408480588576	6.67977101813178	3.81307099910345	3.62324571389802	10.5026299094428	16.9772388326063	9.26223527781033	3.92513638958328	5.41370982415567	1.10520944959212	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	1	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5232	4.76190476190476	1.97710718002081	0.85	2563.02	0.326923076923077	368	0	0	0.0721687836487032	0.464354663884576	1.14942296518106	0	0	0.0721687836487032	0.395173712413938	0.892771618609463	0	0	0	2	1	3	8	4	2	2041.24355928566	2571.52668922816	4166.0661560338	4443.73458207733	3312.04562599445	23.5489380710819	25.6641839542651	43.6604598856628	49.9925518627954	37.3283679085303	0.194168041234597	-0.0517811191647194	-0.0467948955386181	0.0127074540055075	-0.00522828086031884
methysergide	4	2	1	1	0	0	1	3	0	0	0	0.162792522153718	144	1586	48	5.85798099512757	335.298282861624	57.5	1	0.889549904632906	0.5	0.342503355297221	5.11692961655036	5.56096558595224	0	7.97849785446853	23.749451993239	0	12.358524387403	0	0	0.2	0	0	0	0	0	0	0.353553390593274	0.2	0	0	0	0	0	0	3	0	4	0	1	4	3	0	0	2	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3222354340071	7.78799351000541	3.44640998959417	0.476190476190476	2486.05	0.30188679245283	526	0	0	0.0785674201318386	0.403997310867785	0.814972402951486	0	0	0.0322748612183951	0.169868775212208	0.318369210185894	0	0	2	5	4	3	4	1	0	2122.95791258341	2599.59599347631	3917.10394754475	4181.52526994957	3726.37991363437	28.6288789749113	30.9936394197087	45.7132829499557	51.5436488374013	48.737175316269	0.433928737901675	-0.213052471940148	-0.0320615291981133	-0.00189315615078778	0.0609295441290945
metipranolol	1	1	1	1	0	0	0	1	0	0	0	0.219247456841333	104	1191	31	5.4594316186373	314.943570846946	67.79	0.857142857142857	0.899486813526267	0.461538461538462	2.23862651726766	3.5873484046691	11.4195496212187	0	0.96548938460563	7.43487507952334	0	8.30752861136546	0	0	0.1	0.9342759554564	0.2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	1	2	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0454545454545	9.33333333333333	6.57439446366782	0.588235294117647	1939.05	0.122448979591837	429	0	0	0	0.0453609211626514	0.200232793397913	0	0	0	0.0180421959121758	0.0688579790112472	0	0	1	3	3	8	2	0	0	1249.14022107594	1391.39592425312	1848.78883238235	1894.2977855666	1622.10434090527	25.4578564434403	24.3249157291563	34.2618426292753	35.4829403599811	32.5422893912597	0.553620279944819	-0.255676298734588	-0.0907178992395927	0.0494208909011529	0.0172316633182521
